__label__moderate	Staying physically fit directly affects #NavyReadiness; take it from active-duty #USNavy Sailor Ashley Sepulveda. Watch Now: _URL  _IMAGE	4464
__label__moderate	MT @southcomwatch: A look at the hospital ship #USNSComfort anchored off the coast of Turbo, #Colombia. The ship is in Colombia providing care as part of the #EnduringPromise medical support mission to #LatinAmerica. _IMAGE	2856
__label__high	When we talk about the #USNavy providing on-call, scalable options, here's why #SyriaStrikes is an example of that - _URL  _IMAGE	397
__label__moderate	Strengthening #NavyPartnerships means more than just strengthening our military relationships. Exercise #TigerTRIUMPH gives the #USNavy a chance to exchange knowledge with our Indian military partners while we grow our personal and professional relationships. _IMAGE	4336
__label__moderate	MT @US7thFleet. #USSFitzgerald (DDG 62) departed Fleet Activities Yokosuka to meet the heavy lift transport vessel Transshelf to begin her journey to Pascagoula, Mississippi for repairs. _URL 	1534
__label__moderate	#TBT to Dec. 16, 2016: #USSRafaelPeralta completes acceptance trials; #DDG115 to be commissioned Saturday in #SanDiego _IMAGE	965
__label__moderate	#USSCarter Hall sets sail for #UNITAS LX - _URL … #NavyPartnerships _IMAGE	3938
__label__high	#USSWayneEMeyer rescues three mariners from sinking vessel - _URL … _IMAGE	1502
__label__moderate	#ForgedByTheSea _RETWEET …	4101
__label__small	Feb. 10 deadline nearing for Secretary Gordon R. England Safety Awards, recognizing innovative safety efforts - _URL  _IMAGE	151
__label__small	#NavyWeek Puerto Rico is still underway! Be sure to learn more about our most recent visit and find out when the #USNavy is coming to a town near you - _URL … _IMAGE	3446
__label__moderate	MT @NavyOutreach: Welcome to #Mobile #USSMitscher! #NavyWeek and #MardiGras await! _IMAGE	215
__label__moderate	At @raisinadialogue, @INDOPACOM #USNavy commander Adm. Phil Davidson stresses importance of #IndoPacific partnerships - _URL … #NavyPartnerships _IMAGE	3045
__label__small	MT @USNavyKorea: United Nations Command honored those who defended, fought and died for the #ROK during 67th commemoration of #KoreanWar _IMAGE	805
__label__small	#KnowYourMil! MT @NavyOutreach: Sailors from various commands had an opportunity to participate in the @cdmfun Free Family Night and interact with the #Chattanooga community during #NavyWeek in the River City. #STEM _IMAGE	2317
__label__moderate	Hey! @USArmy, #ICYMI, the @NavalAcademy midshipman were victorious against the @AF_Academy Falcons! See you on the gridiron at 3pm, Dec. 14. #commanderInChiefTrophy19 #GoNavy #BeatArmy _RETWEET …	4193
__label__moderate	Bravo Zulu to Patrol Squadron (VP) 45 for finding a Sri Lankan fishing boat and its crew of six who were lost at sea in the U.S. 7th Fleet area of operations. _IMAGE	2390
__label__moderate	MT @USNavyEurope: #USSCarney Sailors continue training while in #US6thFleet area of operations supporting regional allies, partners and U.S. national security interests in Europe and Africa. #NavyReadiness _IMAGE	2655
__label__high	#OTD in 1994 the @RoyalNavy began initial studies to procure the #USNavy’s Tomahawk Weapons System. Today, after testing, delivering and deploying Tomahawk missiles for the U.K., our two countries continue to strengthen their #NavyPartnership. (Photo courtesy of U.K. Royal Navy) _IMAGE	4170
__label__high	As close as you can get to the real thing, because it is. #FlyNavy _RETWEET …	4475
__label__moderate	#BALTOPS2019 is underway! BALTOPS is the premier annual maritime-focused exercise in the #Baltic region and one of the largest exercises in northern #Europe, enhancing flexibility and interoperability among allied and partner nations.#NavyPartnerships _RETWEET …	3712
__label__moderate	Hello Portland! Your #USNavy is back at the #PortlandRoseFestival kicking off today. We are looking forward to all the festivities and helping raise Navy awareness in the city of Portland, #Oregon. _IMAGE	3677
__label__high	Today, Patrick Shanahan released a statement as he became the acting @DeptOfDefense secretary - _URL … @depsecdef _IMAGE	3012
__label__moderate	LIVE 9:45A ET: Watch #USNavy's newest Sailors graduate boot camp. #ForgedByTheSea _URL …	2943
__label__high	MONDAY: Naval Air Station Pensacola opening Emergency Family Assistance Center to assist evacuated military personnel and their families from #HurricaneMichael staying on or near installation - _URL … (File photo) _IMAGE	2742
__label__moderate	Check out your #USNavy photos of day:#USSKearsarge receives stores, #USNSMercy arrives in Tokyo during #PacificPartnership, #SECDEF Mattis commencement address at #NavalWarCollage, CARAT 2018 builds #partnerships in Thailand. info download: _URL  _IMAGE	2320
__label__high	Welcome home, shipmates! The submarine #USSHawaii arrived at Joint Base Pearl Harbor-Hickam after completing its latest deployment - _URL … _IMAGE	3695
__label__small	LIVE NOW: ADM Phil Davidson Keynote Address at #SNA2018 - _URL … @SurfaceWarriors _IMAGE	1760
__label__small	MT @SurfaceWarriors: @NAVSURFOR VADM Rowden congratulates newest Warfare Tactics Instructors at Naval Surface and Mine Warfighting Development Center graduation _IMAGE	1468
__label__small	LIVE 1:30P ET WEDNESDAY: Watch here as @secnav76, @CNORichardson and @Genrobertneller provide an update on the Dept. of the Navy. #BlueGreenTeam _IMAGE	2159
__label__small	That is correct. We have removed the incorrect tweet.	103
__label__moderate	Just in time for #ThrowbackThursday! _RETWEET …	4400
__label__moderate	"Vice Chief of Naval Operations Adm. Bill Moran:""As was the case in the 1940s, today, with the support of the country, your #USNavy stands ready to defend our country and protect our interests around the globe."" #Midway76 #NavyReadiness _RETWEET …"	2281
__label__small	A big day! Spring petty officer advancement results are scheduled to be released 11A ET - _URL  @AllHandsag _IMAGE	627
__label__moderate	WOW! MT @BlueAngels: Practice makes perfect, #BAFans! Here's an inside look into one of our #WinterTraining practice flights over the Imperial Valley. _IMAGE	1820
__label__small	HAPPENING NOW: #USNavy fall 2018 petty officer advancement results released on @AllHandsMag - _URL … via @USNPeople _IMAGE	2882
__label__small	The fun isn't over yet, Quad Cities! Be sure to come visit our Sailors and learn about the #USNavy if you haven't yet - _URL … _RETWEET …	3803
__label__high	#USSManchester, welcome to the #USNavy's fleet! _IMAGE	2253
__label__moderate	#OTD June 25, 1942: #USSNautilus #SS168 – seen here August 3, 1943 – sinks the Japanese destroyer, Yamakaze, southeast of Yokosuka, Japan. _IMAGE	801
__label__small	LIVE 1P ET/ 10A PT: #USSMichaelMonsoor #DDG1001 commissioning ceremony. _URL … _URL … _IMAGE	3116
__label__moderate	More information from latest update - _URL … _RETWEET …	1524
__label__moderate	MT @NavStress: Take time to invest in your relationships, both family & friendships. Nurturing your relationships through active listening, staying connected & communicating through the good & bad is #1SmallACT you can do to help take the stress out of whatever comes next. _IMAGE	3007
__label__high	Every year we are thankful for the over 30,00 young men and women who join the Navy! Headed into #Thanksgiving help us celebrate them by watching as the #USNavy's newest Sailors graduate boot camp and join the fleet! _RETWEET …	2883
__label__high	On this #TBT #FlagDay , RT to help your #USNavy celebrate 241 years of our Stars and Stripes. #OTD in 177 Congress passed an act establishing an official flag for our newly formed nation. _IMAGE	2313
__label__moderate	Why @TheCVN69 OFRP deployment lessons learned are strengthening confidence plan is becoming new #USNavy standard - _URL  _IMAGE	27
__label__small	Attention, Sailors! Apply now for Tuition Assistance, Distance Learning for FY2020 - _URL … _IMAGE	4069
__label__moderate	UPDATE: @CENTCOM. #USSBainbridge in close contact with M/V Kokuka Courageous and is on-scene U.S. command authority. #USSMason is en route for assistance. U.S. and international community, ready to defend interests, including freedom of navigation. _URL …	3726
__label__moderate	For ongoing updates about #ICEX 2018, follow _URL … _RETWEET …	1965
__label__small	LIVE SOON: #USSRalphJohnson commissioning ceremony in @CityCharleston: _URL … or #Periscope: _URL … _IMAGE	2009
__label__high	Today and every day, we're thankful for our #USNavy family and the opportunity to defend freedom and democracy around the world. #HappyThanksgiving to all and especially to those forward-deployed Sailors on watch right now! _IMAGE	4379
__label__moderate	#USNavy was operating an RQ-4A Global Hawk variant at the time of the incident. _RETWEET …	3766
__label__high	.@USPacificFleet Commander Adm. Scott Swift on #USNavy #USSFitzgerald collision. More to follow - _URL  _IMAGE	762
__label__high	RT to start your weekend with a bang like #USSDonaldCook #DDG75 during a live-fire gunnery exercise in the Atlantic Ocean, March 13. _IMAGE	292
__label__moderate	Today's top photos from _URL Download: _URL  _IMAGE	1132
__label__high	Talk about a #Thanksgiving feast!This year, #USNavy Sailors will eat an estimated 12,00 pounds of roast turkey, 21,00 pounds of stuffing, and 27,100 pounds of mashed potatoes across the fleet - _URL … #ThanksgivingEve _IMAGE	2888
__label__small	Unique professional development opportunity for #USNavy officers, senior enlisted and civilians on Capitol Hill - _URL … #HASC #SASC _IMAGE	2024
__label__high	LIVE NOW: Watch the Navy's newest Sailors graduate #USNavy boot camp and prepare to get #ForgedByTheSea! Welcome to the fleet, shipmates. _RETWEET …	2794
__label__high	Fitness at sea! Sailors participate in a fitness class in the hangar bay of the aircraft carrier USS Theodore Roosevelt (CVN 71). How are you working-off that #Thanksgiving meal? #FitnessFriday _IMAGE	4381
__label__moderate	LIVE at 10:00 a.m.: Join us in the commissioning of the @USNavy's newest guided-missile destroyer, #USSPaulIgnatius: _URL  _IMAGE	3912
__label__high	#USNavy joins nation in mourning loss of former President and shipmate George H.W. Bush - _URL … _IMAGE	2926
__label__high	Honoring our veterans, past, present, and future. #VeteransDay #Veterans #USNavy _RETWEET …	4302
__label__moderate	#USSFitzgerald moves to new position pier-side at Fleet Activities Yokosuka Oct. 8 ahead of transit to US for further repairs and upgrades. _IMAGE	1318
__label__small	RT @NavyMCPON: #TakeNotice - More than a motto: A call to action to our partners and adversaries as @UssEssexLHD2 continues to refine warfighting skills. Thanks to the Captain and crew for a great visit. _IMAGE	3628
__label__moderate	LIVE 9:45 AM ET: Watch #USNavy's newest Sailors graduate boot camp before they are #ForgedByTheSea _URL … _IMAGE	3931
__label__moderate	MT @USNavyEurope: The training achieved through exercise #FANAL 2019 will improve interoperability among the United States, our @NATO allies and our regional partners, and will increase our #NavyCapacity to rapidly respond to crisis. #NavyPartnerships _RETWEET …	3191
__label__moderate	In a new era of great power competition around the world, @PacificFleet Commander talks with Hawaii-based #USNavy leadership about winning the high-end fight - _URL … _IMAGE	3468
__label__moderate	MT @USFleetForces: @MarineNationale sailors aboard @CVN77_GHWB are underway for exercise #Chesapeake2018 conducting carrier air wing exercises to strengthen partnerships & deepen interoperability between the two nations’ naval forces #ForceGeneration - _URL … _IMAGE	2206
__label__moderate	#USNavy Independence-variant littoral combat ship #USSMontgomery (LCS 8) arrived at Changi Naval Base in #Singapore July 6 as part of a rotational deployment to the Indo-Pacific area of operations. #FreeandOpenIndoPacific #NavyPartnerships _URL … _IMAGE	3840
__label__moderate	LIVE SOON: #USSOmaha commissioning ceremony in #SanDiego: _URL … or #Periscope: _URL … _IMAGE	1842
__label__small	PRIMS = Physical Readiness Information Management SystemBOL = BUPERS OnlineCFL = Command Fitness LeaderPFA = Physical Fitness AssessmentPARFQ = Physical Activity Risk Factor Questionnaire	2097
__label__high	The field training exercise #ValiantShield 2018 is underway, helping to ensure our joint force is ready to conduct a wide range of combat operations - _URL … via @USPacificFleet #NavyLethality #NavyReadiness _IMAGE	2636
__label__moderate	#USNavy @Gipper_76 Sailors are operating forward in Japan but that doesn't mean they didn't get a taste of home during the #SuperBowl _IMAGE	130
__label__moderate	#USNavy photos of day: The 2018 Navy Shore Sailors of the Year visit the #Pentagon, #USSGravely fires its 5-inch gun, #USSJohnCStennis and #USSMobileBay transit the #StraitOfHormuz, and @USNRecruiter districts surge #Boston! info and download: _URL … _IMAGE	3445
__label__moderate	7:14P ET Update: Number of personnel injuries being determined - _URL  3/6	737
__label__small	MT @CNICHQ: Congratulations #TeamNavy on your excellent showing at #WarriorGames shooting finals! #GoNavy _IMAGE	2286
__label__moderate	#USNavy #USSMonterey Sailors assist a stranded vessel in the Atlantic Ocean off the coast of #Jacksonville, Florida, yesterday. @surflant _IMAGE	1365
__label__small	LIVE SOON: @CNORichardson discusses maintaining maritime superiority at @AtlanticCouncil. _URL … _URL … _IMAGE	3164
__label__moderate	Ahead of Chief Pinning ceremonies, @NavyMCPON Russell Smith shares his advice on what it means to be a #USNavy Chief and the true meaning of deck-plate leadership.Tune in Friday to watch Chief selectees get pinned to the rank of Chief Petty Officer in the Nation's Capitol. _IMAGE	2621
__label__high	Bravo Zulu, @USCG! Keep up the good work out there protecting the homeland. _RETWEET …	4144
__label__moderate	MT @USSHARRYSTRUMAN: Teamwork makes the dream work! #USSHarrySTruman warriors work together during this extended in-port period to ensure #NavyReadiness. #GiveEmHell _IMAGE	2474
__label__moderate	Taking with them all the lessons learned from #SeaBreeze 2019, #USSCarney departs the #BlackSea - _URL … _IMAGE	3866
__label__moderate	Mission stop No. 8! #USNSComfort arrives in #SaintLucia to help provide medical assistance, alongside local partners — _URL … _IMAGE	4157
__label__moderate	#Update from @JointbasePHH regarding Wednesday's active shooter incident. _RETWEET …	4405
__label__moderate	#FlashbackFriday to Nov. 12, 2016 when future USS Paul #IgnatiusDDG117 was launched. Tomorrow, it will be christened _URL  _IMAGE	396
__label__high	Opponents on the #ArmyNavyGame football field. But, brothers-in-arms on the battlefield as #OneTeamOneFight to protect and defend America. _RETWEET …	2947
__label__small	We have removed the incorrect tweet.	104
__label__moderate	MT @Austal_USA: #USNavy’s future #USSGabrielleGiffords #LCS10 sailed away from Austal's ship manufacturing facility Monday. _IMAGE	561
__label__small	RT @secnav76: @USNavyUnderSec Thomas Modly was ceremonially sworn-in today by #SECNAV76 during an open ceremony at the @NavalAcademy _IMAGE	1712
__label__high	As 2018 ends, @USNavyEurope aims to maintain dynamic security by building enduring relationships in @NATO and beyond, continuing dynamic force employment and demonstrating high-end interoperable warfare capabilities our #USNavy's allies and partners. _URL …	3001
__label__high	#USSAbrahamLincoln transits #SuezCanal - _URL … _IMAGE	3556
__label__high	On this #FathersDay and every day, we're thankful for our #USNavy dads! BZ! _IMAGE	2322
__label__high	Demonstrating teamwork and power in the #ArabianSea.The #USNavy's Abraham Lincoln CSG and a @usairforce B-52H Stratofortress conduct joint exercises in the @CENTCOM area of responsibility, prepared to respond to contingencies and defend U.S. interest in the region. _IMAGE	3671
__label__moderate	Stay up to date all things #USNSComfort as the #USNavy hospital ship conducts its five-month deployment to Central and South America and the Caribbean in support of humanitarian and partnership-building efforts. #EnduringPromise - _URL … _IMAGE	3795
__label__high	RT on this #NationalDogDay to thank our four-legged #USNavy shipmates. _IMAGE	1138
__label__high	TODAY - Funeral services were held for Navy Capt. Rosemary Mariner, one of the Navy’s first female jet pilots. In her honor #USNavy conducted the first all-female fly-over. Fair winds and following seas Captain, we have the watch. VIDEO: _URL  _IMAGE	3153
__label__small	Thanks for catching that!	2551
__label__moderate	RT @NavyMCPON : Congratulations to all newly selected Chief Petty Officers! _IMAGE	2480
__label__high	Before our Midshipmen face the Army's Black Knights at #ArmyNavy today, watch some of the best spirit spots from around the fleet #GoNavy #BeatArmy - _URL …	1589
__label__moderate	Helping students design the way of the future. @NSWCCarderock hosted the 15th International Submarine Races, a biennial #STEM event that provides an avenue for high school and college teams to tackle the challenges of submarine design, construction and operation. _IMAGE	3804
__label__moderate	Let's get to work, Sir! Be sure to follow the new Acting Secretary of Defense Mark T. Esper @EsperDoD to stay up to date on all things @DeptofDefense. _RETWEET …	3781
__label__small	BZ, Command Master Chief Matt Lashley! @USNavyCNO, @NavyMCPON present the Delbert D. Black Leadership Award - _URL … _IMAGE	4354
__label__moderate	This #USNavy social media platform has resumed regular operations. _IMAGE	1799
__label__high	Bravo Zulu, Doc!#USNavy Hospital Corpsman 2nd Class Clarence Collins, a Combat Medical Specialist with Expeditionary Operations Training Group, II Marine Expeditionary Force, recently saved the life of an Okinawan national by performing CPR. _IMAGE	4479
__label__high	UNITASLX continues in #Brazil. The 60th annual exercise brings together over 3,100 naval forces from 13 countries to refine their cooperation in humanitarian assistance and disaster relief. _IMAGE	4016
__label__moderate	RT @CNORichardson: Congratulations to our nation's newest Ensigns and 2nd Lts. coming out of @virginia_tech's @VTCorpsofCadets. These officers will be tested, but I know they will lead with competence and character and bring their teams to victory. _IMAGE	2201
__label__high	#USNavy #USSCarlVinson rescues mariners off Hawaiian coast during #RIMPAC - _URL … #NavyReadiness _IMAGE	2451
__label__high	Happy #NationalSiblingsDay to our Devil Dog brothers and sisters in arms @USMC! #SemperFi #GatorNavy! _IMAGE	403
__label__high	#BREAKING: #USNavy releases collision report for #USSFitzgerald and #USSJohnSMcCain collisions - _URL … _IMAGE	1403
__label__small	Moving season is here; be sure to stay informed. Sailors encouraged to take advance travel pay during PCS moves - _URL … _IMAGE	3693
__label__moderate	#USNavy #USSDonaldCook en route to Black Sea, strengthening interoperability with @NATO allies and partners and demonstrating collective resolve to Black Sea security - _URL … via @USNavyEurope _IMAGE	3215
__label__small	#USNavy's 2018 VITA program is open for business, assisting Sailors with filing their taxes - _URL … _IMAGE	1801
__label__small	#NavyPartnerships #RelationshipGoals Happy #ValentineDay, @RoyalNavy!	3200
__label__moderate	#USNavy and @USMC along with the Indonesian navy commenced 24th CARAT #Indonesia exercise with arrival of #USSRushmore today - _URL … #NavyReadiness @usembassyjkt _IMAGE	2502
__label__moderate	#ICYMI: #USSWashington #SSN787 commissioned at Naval Station Norfolk - _URL … @wastategov _IMAGE	1311
__label__moderate	MT @USNavyAfrica: #Togo forces, #USNavy, @USCG conduct maritime law enforcement supporting African Maritime Law Enforcement Partnership. _IMAGE	275
__label__moderate	#USSAbrahamLincoln successfully completed Combat Systems Ship Qualification Trials #CSSQT, ensuring the #AircraftCarrier can safely and effectively enforce #NavyLethality when called upon.— _URL … _IMAGE	2955
__label__small	MT @Amphib7FLT: #USNavy #USSGreenBay sends off @31stMEU gear so @USMC can head to jungle for training with Thai marines during Cobra Gold. _IMAGE	174
__label__moderate	MT @SECNAV76: On Monday, #SECNAV76 swore in Melissa Cohen as the next director of the Department of the Navy's Sexual Assault Prevention and Response Office. _IMAGE	3037
__label__moderate	#PacificPartnership 2019 presses on! #USNSFallRiver has arrived for the mission's latest stop in Kuching, #Malaysia - _URL … _IMAGE	3372
__label__moderate	MT @CJTFOIR: Help us welcome #USNavy @CVN77_GHWB to #CJTFOIR fight. Be sure to follow @CJTFOIR to stay current with mission news & updates. _IMAGE	179
__label__small	MT @NavStress: Exercising is one of the me most vital things that Sailors can do to improve their health - both mental & physical. _IMAGE	601
__label__moderate	And that's a wrap! @NATO Allied nations complete #DynamicMariner 2019 - _URL … _IMAGE	4242
__label__moderate	The F/14 Tomcat flown by Maverick and Goose in #TopGun was the predecessor to what #USNavy aircraft still in use today? #TriviaTuesday @TopGunMovie	4459
__label__high	Your #USNavy honors Purple Heart recipients wounded in combat or killed in action in service to our nation—on this #PurpleHeartDay and every day. #HonorThem _IMAGE	2481
__label__high	#USNavy photos of the day: #Santa launches aircraft aboard #USSAbrahamLincoln, #SECDEF video conferences with deployed #USNavy Sailors, #USSWayneEMeyer returns from deployment and #USSHarrySTruman conducts flight operations. info & download : _URL  _IMAGE	4490
__label__moderate	#USNavy submits 30-Year Ship Acquisition Plan, supporting our overall effort to build the Navy the Nation needs - _URL … _IMAGE	1874
__label__moderate	Around fleet with today's #USNavy photos of day:Sailors secure a torpedo, #USNavy ships sail alongside a @mrc_rcn ship in the Pacific Ocean, Sailors handle ordnance, and a MH-60S Sea Hawk helicopter flies by #USSGeorgeHWBush. info and download: _URL  _IMAGE	2217
__label__small	2:30P ET: MCPON Giordano testifies before #SASC-Personnel on DoD Single Service Member & Military Family Readiness _URL  _IMAGE	173
__label__small	MT @USPacificFleet: @USAmbManila, #Philippines Defense Secretary Delfin Lorenzana, et al. visited #USSCarlVinson #CVN70 at sea on Saturday. _IMAGE	247
__label__moderate	#USSJohnSMcCain update regarding remains found by Malaysian Navy, search effort & injured Sailors - _URL … via @US7thFleet _IMAGE	1128
__label__high	On this #NationalBrothersDay, we #HonorTheFallen five Sullivan brothers who died together when their light cruiser #USSJuneau (CL 52) was sunk following the Battle of Guadalcanal, Nov. 13, 1942 - _URL … via @USNHistory _IMAGE	2239
__label__high	#NavyPartnerships in action! Maritime forces from #France’s Charles de Gaulle Carrier Strike Group and the John C. Stennis Carrier Strike Group participated in a naval passing exercise in the #RedSea yesterday - _URL … _IMAGE	3469
__label__high	#HonorTheFallen: #USNavy Senior Chief Special Warfare Operator Kyle Milliken killed - _URL … _IMAGE	550
__label__high	#ICYMI: #USNSComfort returned home Friday after a five-month deployment. Awesome work from the team @NavyMedicine. _RETWEET …	4328
__label__moderate	MT @USPacificFleet: #USNavy aircraft from Carrier Air Wing #CVW9 conduct flight ops aboard #USSJohnCStennis during ongoing routine operations in #US3rdFleet. _IMAGE	2785
__label__moderate	Dropping in on the latest from @ExerciseCG 2019.#USNavy EOD and Royal Thai navy Sailors participate in a joint military free-fall training exercise during #CobraGold in Sattahip, #Thailand. _IMAGE	3236
__label__high	#StPatricksDay #DYK: #DDG112 is named for #MedalOfHonor recipient Lt Michael Murphy for his courage under fire - _URL  _IMAGE	287
__label__high	RT if you agree not all heroes wear capes! #USNavy Sailors, past and present, serve to protect and defend America! #NationalSuperheroDay _IMAGE	504
__label__moderate	As great power competition arises on the high seas, we continue to try to find new ways to strengthen and build #USNavy capacity around the world. _RETWEET …	3022
__label__moderate	Strengthening partnerships and preparing for the future, #USSJohnPMurtha and Indian Navy conduct maritime exercises - _URL … _IMAGE	3750
__label__moderate	MT @USPacificFleet: #USSLakeErie transits #SanDiego Bay Monday afternoon, deploying to @US7thFleet and @US5thFleet. Via @SurfaceWarriors _IMAGE	564
__label__moderate	MT @jgm41: Statement by the Office of George H. W. Bush on the passing of the 41st President of the United States of America at the age of 94. _IMAGE	2925
__label__small	LIVE 4P ET: @CNORichardson delivers #SNA2018 keynote address - _URL … @SurfaceWarriors _IMAGE	1729
__label__high	241 years later, and we still feel the same way. #WednesdayWisdom _IMAGE	4462
__label__moderate	#LAFleetWeek is in full swing providing an opportunity for #LA residents and Sailors to interact during various community service events and also allow the #USNavy to showcase its capabilities and equipment to the @LACity community. _IMAGE	2600
__label__high	As long as we continue to build a more lethal force, strengthen our alliances and partnerships, and restore #NavyReadiness, then our future will be so bright..that we need shades. #NationalSunglassesDay _IMAGE	2358
__label__small	On this #SaturdayMorning, watch live 10A ET at _URL … _RETWEET …	2256
__label__high	Congratulation, Sir. Huan Nguyen becomes first Vietnamese American #USNavy Rear Admiral - _URL … _IMAGE	4213
__label__moderate	Around the fleet in Sunday's #USNavy photos of the day. Info and Download: Top images at _URL … _IMAGE	1396
__label__high	On this POW/MIA Recognition Day and everyday, we remember our shipmates who never returned home. _IMAGE	1212
__label__high	MT @BlueAngels: We had a great demonstration today, and we're doing it all again tomorrow at the #WONG17 #GeorgiaAirShow! _IMAGE	1376
__label__small	#ICYMI: #USSJohnSMcCain sailed into 2017 with a #USNavy tradition: poetic midnight deck log entry - _URL  #HappyNewYear _IMAGE	2
__label__moderate	#DYK: #USSGeraldRFord's crew is smaller (just 2,628 Sailors) because of advanced technology and automated systems - _URL  _IMAGE	932
__label__high	#USSJohnCStennis underway for sea trials ahead of schedule - _URL … _IMAGE	1053
__label__moderate	#USSMonterey deploys as surge force to @US5thFleet and @USNavyEurope areas of operation - _URL … _IMAGE	1353
__label__moderate	New F-35 modification facility brings strategic capability to Fleet Readiness Center East. #NavyReadiness _URL … _IMAGE	3988
__label__high	USS George H W Bush during exercise #SaxonWarrior 2017 the United States & United Kingdom co-hosted carrier strike group exercise _IMAGE	1035
__label__small	Thanks Ma'am for coming aboard! MT @SecondLady: Awesome tour of #USSRonaldReagan and the museum in his honor. #VPinASIA #SLinASIA _IMAGE	451
__label__high	#USNavy photos of the day: A P-8 Poseidon flies over #USSCarney, a Sailor stands watch in Damage Control Central, #USSRonaldReagan operates in the #SouthChinaSea alongside the #JMSDF, and Sailors man the rails while departing #Spain. Info and download: _URL … _IMAGE	3776
__label__small	RT @US7thFleet: Rear Adm. Michael E. Boyle became the 36th commander of U.S. Navy Korea during a change of command ceremony. Rear Adm. Brad Cooper transitions to his next assignment as commander, Expeditionary Strike Group 7/Amphibious Force 7th Fleet. _IMAGE	1756
__label__small	Attention Sailors and family members. Let your voice be heard and participate in the latest #USNavy PPV housing survey - _URL … _IMAGE	3380
__label__high	#USNavy photos of the day: The Boxer ARG sails through the #StraitOfHormuz, Sailors handle ammo aboard #USSCarney, #USSNormandy, #USSHarrySTruman, and #USSLassen sail in formation, and #USSCarney replenishes in the #MediterraneanSea. Info and download: _URL … _IMAGE	3888
__label__high	Welcome back, #USSJohnCStennis! Learn how the carrier played its part supporting the National Defense Strategy on its recent deployment. Bravo Zulu, shipmates - _URL … _IMAGE	3588
__label__moderate	MT @USPacificFleet: #USSPinckney joining 20+ ships from 18 navies in @ASEAN International Fleet Review in Thailand - _URL … _IMAGE	1490
__label__moderate	#OTD 1943: First ship named for African-American, #USSHarmon #DE678 launched in honor of Mess Attendant 1st Class Leonard Roy Harmon _IMAGE	956
__label__small	.@NAVAIRNews looking to leverage VR #tech in flight simulation trainer - _URL … @flynavy _IMAGE	1558
__label__moderate	MT @USPacificFleet: #USSMilius arrives in @US7thFleet to join #USNavy forward deployed naval forces, bringing enhanced missile defense capabilities to Indo-Pacific region - _URL … (File photo) #NavyLethality _IMAGE	2213
__label__moderate	Fair winds and following seas, retired Rear Adm. William Thompson.We salute your years of service while sharing the #USNavy's story - _URL … via @WashingtonPost #ForgedByTheSea _IMAGE	2781
__label__high	Welcome home shipmates on #ChristmasEveEve. MT @USFleetForces: Just in time for Christmas! #USSJamesEWilliams #DDG95 returns home to #NorfolkVA today following a 7-month deployment to Europe and the Middle East. _IMAGE	1665
__label__moderate	Be sure to stay up to date with #USNSComfort as it continues its 11-week medical support mission to Central and South America as part of @Southcom's #EnduringPromise initiative. - _URL … _IMAGE	3961
__label__moderate	.@CNORichardson’s visit to China underscores importance of professional interaction at sea - _URL … _IMAGE	3085
__label__moderate	MT @US7thFleet: A Japanese tug lost propulsion and drifted into #USSBenfold during a towing exercise. No one was injured on either vessel and DDG-65 remains at sea under its own power - _URL … (File photo) _IMAGE	1500
__label__high	#USNavy kicks off #WomensHistoryMonth for March 2018 - _URL … #OneNavyTeam _IMAGE	1926
__label__moderate	Nothing is more #MondayMotivation worthy than building #NavyTheNationNeeds!We christened our newest Independence-variant littoral combat ship, future #USSCincinnati Saturday. It's 5th #USNavy ship to bare name of #Ohio's 3rd largest city, @CityOfCincy - _URL … _IMAGE	2182
__label__high	Just in: #USNavy's Abraham Lincoln Carrier Strike Group Transits Strait of Hormuz - _URL … _IMAGE	4338
__label__high	We honor the sacrifices of our Purple Heart recipients! #MondayMotivation _IMAGE	1010
__label__moderate	#USNavy photos of the day: A #Seabee celebrates with locals in #Djibouti, #USSAbrahamLincoln transits the #AtlanticOcean during #COMPTUEX, #USSomerset conducts exercise #IronFist2019 with the #JMSDF, and an #LCAC enters #USSWasp!Info and download: _URL … _IMAGE	3151
__label__small	LIVE 1P ET. MT @USNHistory: Join NHHC for a #FacebookLive for discussion about importance of Naval Battle of Guadalcanal and impact of the victory on the rest of #WWII - _URL … _IMAGE	1459
__label__small	LIVE #Periscope: Deputy Assistant Secretary of the Navy for Budget RADM Brian Luther briefs #FY19Budget _URL …	1877
__label__high	Thanks for recognizing our shipmates who protect and defend America! MT @Padres: Sunday, we honored members of the @USNavy. Thank you for your service and sacrifices #SDMilitary _IMAGE	2508
__label__high	#DYK: Retired Adm. Michelle Howard, seen here at her promotion on July 1, 2014, became #USNavy’s first female four-star admiral. @CNBC reporting she’ll join @IBM’s board next month. _URL … #BlackHistoryMonth @IBMNews _IMAGE	3244
__label__small	CORRECTION: #USSMakinIsland was commissioned Oct. 24, 2009. _RETWEET …	1488
__label__small	Ready to strengthen #NavyPartnerships during Africa Partnership Station, #USNSCarsonCity arrives in Sekondi, #Ghana - _URL … _IMAGE	3894
__label__high	Update. MT @US7thFleet: Japanese Coast Guard on the scene of #USSFitzgerald collision with a merchant vessel. More to follow	743
__label__moderate	Sailors from the #USNavy and #ROK Navy participated in the 3rd annual Korea-U.S. Women's Leadership Symposium at Commander, Fleet Activities Chinhae. #NavyPartnerships _IMAGE	3620
