timestamp,replies,likes,retweets,sentence,row,has_media,hashtags,is_replied,is_reply_to,links,reply_to_users,timestamp_epochs,year,month,day
2017-10-06 21:35:29,moderate,moderate,moderate,#WorldSmileDay can be any day when you get to meet a #USNavy Sailor during #FleetWeekSF! _IMAGE,1294,True,"['WorldSmileDay', 'USNavy', 'FleetWeekSF']",True,False,[],[],1507325729,2017,10,6
2017-10-06 18:46:31,moderate,small,small,#PodcastFriday: @CNORichardson discusses ownership in naval profession - _URL … _IMAGE,1295,True,['PodcastFriday'],True,False,['http://navylive.dodlive.mil/2017/10/05/soundings-podcast-cno-discusses-ownership-in-naval-profession/?utm_source=twitter&utm_medium=social&utm_campaign=podcastfriday'],[],1507315591,2017,10,6
2017-10-06 17:27:28,moderate,moderate,high,#USSIwoJima & #USSNewYork being positioned to support Gulf Coast if needed after Tropical Storm #Nate - _URL … (File pics) _IMAGE,1296,True,"['USSIwoJima', 'USSNewYork', 'Nate']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102767&utm_source=twitter&utm_medium=social&utm_campaign=nate'],[],1507310848,2017,10,6
2017-10-06 16:07:56,moderate,moderate,moderate,#USNSComfort underway to provide aid in #PuertoRico from the sea - _URL … @fema @ricardorossello #Maria _IMAGE,1297,True,"['USNSComfort', 'PuertoRico', 'Mariapic']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102757&utm_source=twitter&utm_medium=social&utm_campaign=maria'],[],1507306076,2017,10,6
2017-10-06 03:56:01,moderate,moderate,moderate,MT @USPacificFleet: #USSampson departs Everett for deployment with Theodore Roosevelt Strike Group - _URL … _IMAGE,1298,True,['USSSampson'],True,False,['http://www.cpf.navy.mil/news.aspx/110384'],[],1507262161,2017,10,6
2017-10-07 23:18:30,moderate,moderate,moderate,BZ @NavalAcademy @NavyAthletics on your #NavyFootball 48-45 victory against @AFFootball!,1299,False,['NavyFootball'],True,False,[],[],1507418310,2017,10,7
2017-10-07 16:43:03,high,high,high,#USNSComfort responds to second hospital generator failure in #PuertoRico - _URL … @fema #Maria _IMAGE,1300,True,"['USNSComfort', 'PuertoRico', 'Mariapic']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102779&utm_source=twitter&utm_medium=social&utm_campaign=maria'],[],1507394583,2017,10,7
2017-10-07 15:30:52,moderate,small,small,"Before #USSWashington #SSN787, how many #USNavy Virginia-class nuclear submarines have there been?Answer: _URL …",1301,False,"['USSWashington', 'SSN787', 'USNavy']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102758&utm_source=twitter&utm_medium=social'],[],1507390252,2017,10,7
2017-10-07 15:00:47,high,high,high,LIVE #Periscope: Commissioning of #USNavy’s #USSWashington #SSN787 _URL …,1302,False,"['Periscope', 'USNavy', 'USSWashington', 'SSN787https']",True,False,['https://www.pscp.tv/w/bKeSHzF4a1FEcVJKYVpLem18MUJSSmp5d21kTU5HdxS5qFG1EiOjcLeoVJtaQCGIN4jnoJ3qY7o4NpgGBJai'],[],1507388447,2017,10,7
2017-10-07 14:55:05,moderate,moderate,moderate,LIVE SOON: #USSWashington #SSN787 commissioning ceremony.: _URL …: _URL … or #Periscope _IMAGE,1303,True,"['USSWashington', 'SSN787', 'Periscopepic']",True,False,"['http://www.navy.mil/submit/display.asp?story_id=102758&utm_source=twitter&utm_medium=social', 'http://navylive.dodlive.mil/2017/10/04/uss-washington-ssn-787-commissioning/?utm_source=twitter&utm_medium=social']",[],1507388105,2017,10,7
2017-10-07 13:39:31,moderate,moderate,moderate,UPDATE: #USSIwoJima departure delayed due to mechanical issue with propulsion system. More to follow - _URL … (File pic) _IMAGE,1304,True,['USSIwoJima'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102767&utm_source=twitter&utm_medium=social&utm_campaign=nate'],[],1507383571,2017,10,7
2017-10-07 12:58:31,small,moderate,moderate,Medical summit onboard #USNSComfort synchronized hospital ship's humanitarian assistance mission - _URL … @fema _IMAGE,1305,True,['USNSComfort'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102780&utm_source=twitter&utm_medium=social&utm_campaign=maria'],[],1507381111,2017,10,7
2017-10-07 11:48:01,small,moderate,moderate,LIVE TODAY 11A ET: #USSWashington #SSN787 commissioning ceremony.: _URL …: _URL … _IMAGE,1306,True,"['USSWashington', 'SSN787']",True,False,"['http://www.navy.mil/submit/display.asp?story_id=102758&utm_source=twitter&utm_medium=social', 'http://navylive.dodlive.mil/2017/10/04/uss-washington-ssn-787-commissioning/?utm_source=twitter&utm_medium=social']",[],1507376881,2017,10,7
2017-10-07 01:49:02,moderate,moderate,high,LIVE SATURDAY 11A ET: #USSWashington #SSN787 commissioning ceremony.: _URL …: _URL … _IMAGE,1307,True,"['USSWashington', 'SSN787']",True,False,"['http://www.navy.mil/submit/display.asp?story_id=102758&utm_source=twitter&utm_medium=social', 'http://navylive.dodlive.mil/2017/10/04/uss-washington-ssn-787-commissioning/?utm_source=twitter&utm_medium=social']",[],1507340942,2017,10,7
2017-10-08 14:19:34,small,small,small,"@HallieJackson, #USNavy @BlueAngels looked great as #SundayTODAY's photo of the week. Here's a few more from #FleetWeekSF! @WillieGeist _IMAGE",1308,True,"['USNavy', 'SundayTODAY', 'FleetWeekSF']",False,False,[],[],1507472374,2017,10,8
2017-10-08 14:04:29,moderate,moderate,moderate,#USSNewYork departed Mayport Saturday for potential assistance following Hurricane #Nate - _URL … _IMAGE,1309,True,"['USSNewYork', 'Nate']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102782&utm_source=twitter&utm_medium=social&utm_campaign=nate'],[],1507471469,2017,10,8
2017-10-09 22:14:02,moderate,moderate,moderate,"#OTD 1995: #USSColumbia #SSN771 commissioned at Naval Submarine Base New London, Connecticut (File photo) _IMAGE",1310,True,"['OTD', 'USSColumbia', 'SSN771']",True,False,[],[],1507587242,2017,10,9
2017-10-09 20:41:02,moderate,moderate,moderate,#ICYMI: #USSWashington #SSN787 commissioned at Naval Station Norfolk - _URL … @wastategov _IMAGE,1311,True,"['ICYMI', 'USSWashington', 'SSN787']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102761&utm_source=twitter&utm_medium=social'],[],1507581662,2017,10,9
2017-10-09 17:49:26,small,small,small,Thanks for your service shipmate!,1312,False,[],False,True,[],"[{'screen_name': 'Lions', 'user_id': '44666348'}]",1507571366,2017,10,9
2017-10-09 17:41:25,high,high,high,#USSTheodoreRoosevelt Carrier Strike Group underway for deployment - _URL … _IMAGE,1313,True,['USSTheodoreRoosevelt'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102770&utm_source=twitter&utm_medium=social'],[],1507570885,2017,10,9
2017-10-09 11:11:01,moderate,high,high,MT @USPacificFleet: #USSRonaldReagan wraps up first port visit by #USNavy aircraft carrier to #HongKong in 3 years - _URL … _IMAGE,1314,True,"['USSRonaldReagan', 'USNavy', 'HongKong']",True,False,['http://www.cpf.navy.mil/news.aspx/130204'],[],1507547461,2017,10,9
2017-10-09 02:40:54,moderate,moderate,moderate,#USSWashington #SSN787 commissioned at Naval Station Norfolk - _URL … @wastategov _IMAGE,1315,True,"['USSWashington', 'SSN787']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102761&utm_source=twitter&utm_medium=social'],[],1507516854,2017,10,9
2017-10-10 19:13:01,small,moderate,moderate,#OTD 1845: @NavalAcademy opens as The Naval School with 50 midshipmen and 7 professors - _URL  @USNHistory #HappyBirthday _IMAGE,1316,True,"['OTD', 'HappyBirthdaypic']",True,False,['https://www.usna.edu/USNAHistory'],[],1507662781,2017,10,10
2017-10-10 14:02:51,small,moderate,moderate,"#OTD 2009: #USNavy's #USSWayneEMeyer #DDG108 commissioned in #Philadelphia, Pennsylvania. _IMAGE",1317,True,"['OTD', 'USNavy', 'USSWayneEMeyer', 'DDG108', 'Philadelphia']",True,False,[],[],1507644171,2017,10,10
2017-10-10 02:35:33,moderate,moderate,moderate,#USSFitzgerald moves to new position pier-side at Fleet Activities Yokosuka Oct. 8 ahead of transit to US for further repairs and upgrades. _IMAGE,1318,True,['USSFitzgerald'],True,False,[],[],1507602933,2017,10,10
2017-10-11 20:24:04,moderate,high,moderate,One of #USNavy's oldest active aviation squadrons celebrates 75th anniversary - _URL … via @USPacificFleet _IMAGE,1319,True,['USNavy'],True,False,['http://www.cpf.navy.mil/news.aspx/130205'],[],1507753444,2017,10,11
2017-10-11 15:02:54,small,small,moderate,"#WednesdayWisdom: #CyberSecurity threat is real, but you can make a difference - _URL … _IMAGE",1320,True,"['WednesdayWisdom', 'CyberSecurity']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102685&utm_source=twitter&utm_medium=social&utm_campaign=csam17'],[],1507734174,2017,10,11
2017-10-11 11:07:50,moderate,moderate,moderate,#USNavy #USSJohnSMcCain commanding officer and executive officer relieved - _URL … via @us7thfleet _IMAGE,1321,True,"['USNavy', 'USSJohnSMcCain']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102804'],[],1507720070,2017,10,11
2017-10-12 16:21:59,moderate,moderate,high,"#USNavy’s #USSJohnSMcCain #DDG56 departs Singapore on heavy lift transport MV Treasure, Wednesday, for repairs at Fleet Activities Yokosuka. _IMAGE",1322,True,"['USNavy', 'USSJohnSMcCain', 'DDG56']",True,False,[],[],1507825319,2017,10,12
2017-10-12 14:47:54,small,small,moderate,LIVE NOW: #USSCole Remembrance Ceremony: _URL …: _URL … _IMAGE,1323,True,['USSCole'],True,False,"['https://navylive.dodlive.mil/2017/10/12/uss-cole-remembrance-ceremony/?utm_source=twitter&utm_medium=social', 'http://navylive.dodlive.mil/2017/10/12/uss-coles-determined-warriors-honor-17-shipmates-17-heroes-of-2000-terror-attack/?utm_source=twitter&utm_medium=social']",[],1507819674,2017,10,12
2017-10-12 14:32:28,small,small,moderate,LIVE SOON: #USSCole Remembrance Ceremony: _URL …: _URL … _IMAGE,1324,True,['USSCole'],True,False,"['https://navylive.dodlive.mil/2017/10/12/uss-cole-remembrance-ceremony/?utm_source=twitter&utm_medium=social', 'http://navylive.dodlive.mil/2017/10/12/uss-coles-determined-warriors-honor-17-shipmates-17-heroes-of-2000-terror-attack/?utm_source=twitter&utm_medium=social']",[],1507818748,2017,10,12
2017-10-12 13:36:02,small,small,moderate,LIVE 10:40A ET: #USSCole Remembrance Ceremony: _URL …: _URL … _IMAGE,1325,True,['USSCole'],True,False,"['https://navylive.dodlive.mil/2017/10/12/uss-cole-remembrance-ceremony/?utm_source=twitter&utm_medium=social', 'http://navylive.dodlive.mil/2017/10/12/uss-coles-determined-warriors-honor-17-shipmates-17-heroes-of-2000-terror-attack/?utm_source=twitter&utm_medium=social']",[],1507815362,2017,10,12
2017-10-12 11:39:24,moderate,moderate,moderate,"#ThursdayThoughts MT @surflant: While we will never forget attack & losses suffered, #USSCole is as strong as ever - _URL … _IMAGE",1326,True,"['ThursdayThoughts', 'USSCole']",True,False,['http://navylive.dodlive.mil/2017/10/12/uss-coles-determined-warriors-honor-17-shipmates-17-heroes-of-2000-terror-attack/?utm_source=twitter&utm_medium=social'],[],1507808364,2017,10,12
2017-10-12 09:49:01,small,moderate,moderate,#ICYMI: One of #USNavy's oldest active aviation squadrons celebrates 75th anniversary - _URL … via @USPacificFleet _IMAGE,1327,True,"['ICYMI', 'USNavy']",True,False,['http://www.cpf.navy.mil/news.aspx/130205'],[],1507801741,2017,10,12
2017-10-12 06:12:06,moderate,moderate,moderate,Around the fleet in Wednesday's #USNavy photos of the day. info and download: _URL … _IMAGE,1328,True,['USNavy'],True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_campaign=PDA'],[],1507788726,2017,10,12
2017-10-12 02:39:01,moderate,moderate,moderate,"Survivors of #USSCole Oct. 12, 200 attack recount stories of terror and heroism - _URL … via @AllHandsMag _IMAGE",1329,True,['USSCole'],True,False,['http://www.navy.mil/ah_online/ftrStory.asp?issue=3&id=102763&utm_source=twitter&utm_medium=social'],[],1507775941,2017,10,12
2017-10-13 23:53:53,moderate,high,moderate,Lone Sailor takes a stand in Hawaii on #242NavyBday - _URL … @WWIIValorNPS _IMAGE,1330,True,['242NavyBday'],True,False,['http://navylive.dodlive.mil/2017/10/12/lone-sailor-takes-a-stand-in-hawaii'],[],1507938833,2017,10,13
2017-10-13 22:12:20,high,high,high,Happy #242NavyBday! We are America's seapower to protect and promote! _RETWEET …,1331,False,['242NavyBday'],True,False,['https://twitter.com/i/moments/918959773407727617'],[],1507932740,2017,10,13
2017-10-13 15:55:44,high,high,high,.@WhiteHouse releases #242NavyBday statement by @POTUS @realDonaldTrump - _URL … _IMAGE,1332,True,['242NavyBday'],True,False,['https://www.whitehouse.gov/the-press-office/2017/10/13/statement-president-donald-j-trump-242nd-birthday-united-states-navy'],[],1507910144,2017,10,13
2017-10-13 13:33:20,high,moderate,moderate,Thanks for joining our #242NavyBday celebration! _RETWEET …,1333,False,['242NavyBday'],True,False,['https://twitter.com/NYSE/status/918830893422149638'],[],1507901600,2017,10,13
2017-10-13 11:38:28,high,high,high,Happy #242NavyBday! RT to celebrate America's seapower to protect and promote! _IMAGE,1334,True,['242NavyBday'],True,False,[],[],1507894708,2017,10,13
2017-10-13 00:02:29,moderate,moderate,moderate,"MT @usnhistory: #OTD 1914, USS Jupiter (AC 3) is 1st @USNavy ship to transit Panama Canal. Decommissioned in 1920, now USS Langley (CV 1). _IMAGE",1335,True,['OTD'],True,False,[],[],1507852949,2017,10,13
2017-10-14 21:58:28,high,high,high,"Our #242NavyBday was yesterday, but #USNavy USSNimitz's cake still looks delicious today on #NationalDessertDay. _IMAGE",1336,True,"['242NavyBday', 'USNavy', 'NationalDessertDay']",True,False,[],[],1508018308,2017,10,14
2017-10-14 21:48:52,small,small,small,Thank you #USSPonce and your crews for 46 years of service to our nation!,1337,False,['USSPonce'],False,True,[],"[{'screen_name': 'surflant', 'user_id': '54312079'}]",1508017732,2017,10,14
2017-10-14 19:56:28,moderate,moderate,moderate,#USNavy's #USSPonce decommissioned after 46 years of service - _URL … via @surflant _IMAGE,1338,True,"['USNavy', 'USSPonce']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102868'],[],1508010988,2017,10,14
2017-10-14 14:57:42,small,small,small,Thank you for your service and the #242NavyBday wishes!,1339,False,['242NavyBday'],False,True,[],"[{'screen_name': 'MassStatePolice', 'user_id': '251892709'}]",1507993062,2017,10,14
2017-10-14 14:44:34,small,small,small,"Sir, thank you for you and your family's service in our #USNavy! #242NavyBday",1340,False,"['USNavy', '242NavyBday']",True,True,[],"[{'screen_name': 'SenJohnMcCain', 'user_id': '19394188'}]",1507992274,2017,10,14
2017-10-14 14:37:58,high,high,high,"TODAY: #USNavy christening attack submarine, future #USSouthDakota #SSN790 - _URL … @SDGovDaugaard _IMAGE",1341,True,"['USNavy', 'USSSouthDakota', 'SSN790']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102855'],[],1507991878,2017,10,14
2017-10-15 17:03:26,high,moderate,moderate,"Parents of 1st baby born on #USNSComfort since 2010 speak to @CNN journalists on hospital ship, Saturday, near #SanJuan, #PuertoRico. @fema _IMAGE",1342,True,"['USNSComfort', 'SanJuan', 'PuertoRico']",True,False,[],[],1508087006,2017,10,15
2017-10-15 16:13:02,moderate,high,high,#ICYMI: #USSCole remembrance ceremony commemorates 17th anniversary of ship's bombing - _URL … via @surflant _IMAGE,1343,True,"['ICYMI', 'USSCole']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102831'],[],1508083982,2017,10,15
2017-10-15 13:03:59,moderate,moderate,moderate,"#USNavy Reserve Force Master Chief C.J. Mitchell is piped ashore after his retirement ceremony at the @NavyMemorial, Friday. _IMAGE",1344,True,['USNavy'],True,False,[],[],1508072639,2017,10,15
2017-10-16 22:55:00,small,small,small,Do you have a media query? _RETWEET …,1345,False,[],False,True,['https://twitter.com/messages/compose?recipient_id=54885400'],"[{'screen_name': 'eleshepp', 'user_id': '143453881'}]",1508194500,2017,10,16
2017-10-16 22:44:02,moderate,moderate,moderate,#OTD 1993: #USSKearsarge commissioned. #LHD3 now supporting Hurricane #Maria relief. @fema @USNHistory _IMAGE,1346,True,"['OTD', 'USSKearsarge', 'LHD3', 'Maria']",True,False,[],[],1508193842,2017,10,16
2017-10-16 18:37:01,moderate,moderate,moderate,".@MSCSealift #USNSComfort welcomes newest arrival, first baby born aboard hospital ship since 2010 - _URL … _IMAGE",1347,True,['USNSComfort'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102886'],[],1508179021,2017,10,16
2017-10-16 18:33:56,small,small,small,Thank you for your daughter's service!,1348,False,[],False,True,[],"[{'screen_name': 'Rntogo1Wade', 'user_id': '468510810'}]",1508178836,2017,10,16
2017-10-16 15:11:01,moderate,moderate,moderate,A final farewell by #USNavy Reserve’s 15th force master chief - _URL … _IMAGE,1349,True,['USNavy'],True,False,['http://navylive.dodlive.mil/2017/10/15/a-final-farewell-by-navy-reserves-15th-force-master-chief/'],[],1508166661,2017,10,16
2017-10-16 13:24:41,small,small,small,"THIS WEEK: #USNavy's @thecvn69 marks 40 years of service. Commissioned 1977 in Norfolk, Virginia. @USNHistory _IMAGE",1350,True,['USNavy'],True,False,[],[],1508160281,2017,10,16
2017-10-17 20:36:39,moderate,moderate,high,"#MeToo, if you're a victim of sexual harassment or assault, we stand with you & we're here for you. Reach out anytime to these resources. _IMAGE",1351,True,['MeToo'],True,False,[],[],1508272599,2017,10,17
2017-10-17 13:04:11,small,moderate,moderate,MT @USPacificFleet: #USNavy and #ROKNavy conduct joint maritime counter special ops exercise this week _URL … (File pic) _IMAGE,1352,True,"['USNavy', 'ROKNavy']",True,False,['http://www.cpf.navy.mil/news.aspx/130208'],[],1508245451,2017,10,17
2017-10-17 00:43:02,moderate,moderate,moderate,#USSMonterey deploys as surge force to @US5thFleet and @USNavyEurope areas of operation - _URL … _IMAGE,1353,True,['USSMonterey'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102893'],[],1508200982,2017,10,17
2017-10-18 23:37:03,moderate,moderate,moderate,".@NoradNorthcom commander visits #USSKearsarge, thanks Sailors and Marines for their #PuertoRico support - _URL … @fema _IMAGE",1354,True,"['USSKearsarge', 'PuertoRico']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102914'],[],1508369823,2017,10,18
2017-10-18 17:39:05,small,small,small,"MT @SECNAV76: During #SECNAV76 visit to @NASWhidbeyIslan Tuesday, he spoke with Sailors, met leadership, toured aircraft like EA-18 Growler. _IMAGE",1355,True,['SECNAV76'],True,False,[],[],1508348345,2017,10,18
2017-10-18 11:30:40,small,small,small,There's nothing PC about treating people with dignity and respect.,1356,False,[],True,True,[],"[{'screen_name': 'Generian', 'user_id': '21107266'}]",1508326240,2017,10,18
2017-10-19 22:16:01,moderate,small,small,MT @NavyOutreach: Arkansas Governor @AsaHutchinson presents #NavyWeek proclamation to #USNavy Command Master Chief David Twiford. _IMAGE,1357,True,"['NavyWeek', 'USNavy']",True,False,[],[],1508451361,2017,10,19
2017-10-19 19:09:01,small,moderate,small,"MT @BlueAngels: Good afternoon, Rome! We are on deck and getting ready for this weekend's #WONG17 #GeorgiaAirShow! _IMAGE",1358,True,"['WONG17', 'GeorgiaAirShow']",True,False,[],[],1508440141,2017,10,19
2017-10-19 17:34:02,moderate,high,moderate,#ThursdayThoughts: Refueling while underway isn't as easy as finding your nearest gas station. _IMAGE,1359,True,['ThursdayThoughts'],True,False,[],[],1508434442,2017,10,19
2017-10-19 15:12:03,moderate,moderate,moderate,"#TBT to #OTD 1915: Naval Submarine Base at New London, Connecticut established. @GovMalloyOffice @usnhistory _IMAGE",1360,True,"['TBT', 'OTD']",True,False,[],[],1508425923,2017,10,19
2017-10-20 16:29:23,moderate,small,small,That #FridayFeeling of a surprise #USNavy reunion with your mom on national TV with @kellyripa and @RyanSeacrest! _RETWEET …,1361,False,"['FridayFeeling', 'USNavy']",True,False,['https://twitter.com/LiveKellyRyan/status/921398519449219072'],[],1508516963,2017,10,20
2017-10-20 15:12:02,moderate,moderate,moderate,#USSFitzgerald Sailors honored for damage control efforts following collision - _URL … _IMAGE,1362,True,['USSFitzgerald'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102958'],[],1508512322,2017,10,20
2017-10-21 20:18:02,moderate,high,high,#USSCarlVinson conducts #F35C flight operations - _URL … @flynavy _IMAGE,1363,True,"['USSCarlVinson', 'F35C']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102961'],[],1508617082,2017,10,21
2017-10-21 17:25:54,small,small,small,Providing assistance to mariners is a key mission of what our #USNavy does.,1364,False,['USNavy'],True,True,[],"[{'screen_name': 'richardcranium6', 'user_id': '36493432'}]",1508606754,2017,10,21
2017-10-21 17:19:03,moderate,moderate,moderate,"#USNavy #USSMonterey Sailors assist a stranded vessel in the Atlantic Ocean off the coast of #Jacksonville, Florida, yesterday. @surflant _IMAGE",1365,True,"['USNavy', 'USSMonterey', 'Jacksonville']",True,False,[],[],1508606343,2017,10,21
2017-10-21 16:53:50,small,small,small,What did you think?,1366,False,[],True,True,[],"[{'screen_name': 'MelanyStowe', 'user_id': '1528145100'}]",1508604830,2017,10,21
2017-10-21 16:50:52,moderate,high,high,MT @BlueAngels: We're just hours from today's #GeorgiaAirShow demo! Here's a peek of today's performance courtesy of Thursday's practice! _IMAGE,1367,True,['GeorgiaAirShow'],True,False,[],[],1508604652,2017,10,21
2017-10-21 14:59:29,moderate,moderate,high,#USSConstitution gets underway and celebrates 220 years - _URL … #242NavyBday @bostonNHP @USNHistory _IMAGE,1368,True,"['USSConstitution', '242NavyBday']",True,False,['http://www.navy.mil/submit/display.asp?story_id=102981'],[],1508597969,2017,10,21
2017-10-21 14:37:27,moderate,moderate,small,"BZ! MT @WBALPete: Jordan Tropf wins Baltimore Marathon. Wire to wire. Never challenged, was remarkable to be watch his journey. #BaltRunFest _IMAGE",1369,True,['BaltRunFestpic'],True,False,[],[],1508596647,2017,10,21
2017-10-21 14:13:28,small,moderate,moderate,"TODAY: #USNavy christening future USNS Hershel ""Woody"" Williams (ESB 4) - _URL … @USMC _IMAGE",1370,True,['USNavy'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102930'],[],1508595208,2017,10,21
2017-10-21 08:55:08,moderate,moderate,moderate,Around the fleet in Friday's #USNavy photos of the day. info and download: _URL … _IMAGE,1371,True,['USNavy'],True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_campaign=PDA'],[],1508576108,2017,10,21
2017-10-21 00:55:55,moderate,moderate,moderate,"#USNavy to christen future USNS Hershel ""Woody"" Williams (ESB 4) Saturday - _URL … _IMAGE",1372,True,['USNavy'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102930'],[],1508547355,2017,10,21
2017-10-22 19:36:28,moderate,high,moderate,MT @BlueAngels: Good afternoon! We're about to walk down for today's demo at the #GeorgiaAirShow! _IMAGE,1373,True,['GeorgiaAirShow'],True,False,[],[],1508700988,2017,10,22
2017-10-22 16:03:34,moderate,high,high,#USSRonaldReagan CSG visits South Korea following regularly scheduled exercise with Republic of Korea Navy - _URL … _IMAGE,1374,True,['USSRonaldReagan'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102991'],[],1508688214,2017,10,22
2017-10-22 11:09:02,small,moderate,small,"NSWC Corona Sailor, @Marine_Marathon Team Navy member, also has heart set on @Tokyo2020 @Olympics _URL … #RunWithTheMarines _IMAGE",1375,True,['RunWithTheMarinespic'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102987'],[],1508670542,2017,10,22
2017-10-22 01:44:32,high,high,high,"MT @BlueAngels: We had a great demonstration today, and we're doing it all again tomorrow at the #WONG17 #GeorgiaAirShow! _IMAGE",1376,True,"['WONG17', 'GeorgiaAirShow']",True,False,[],[],1508636672,2017,10,22
2017-10-23 23:41:56,moderate,moderate,moderate,#USSAnchorage conducts HIMARS shoot during exercise #DawnBlitz 2017 - _URL … _IMAGE,1377,True,"['USSAnchorage', 'DawnBlitz']",True,False,['http://www.navy.mil/submit/display.asp?story_id=103003'],[],1508802116,2017,10,23
2017-10-23 18:30:59,moderate,moderate,moderate,MT @USMC: @VP Mike Pence at @MBWDC remembering Beirut Barracks Bombing. On this day 241 service members lost their lives. _IMAGE,1378,True,[],True,False,[],[],1508783459,2017,10,23
2017-10-23 14:47:01,moderate,moderate,moderate,MT @USNINews: #USSJohnSMcCain developed hull crack in transit on heavy lift vessel; ship routed to Philippines - _URL … _IMAGE,1379,True,['USSJohnSMcCain'],True,False,['https://news.usni.org/2017/10/21/destroyer-mccain-developed-crack-in-hull-while-on-heavy-lift-transport-vessel-being-rerouted-to-philippines-for-inspection'],[],1508770021,2017,10,23
2017-10-23 12:56:39,small,moderate,moderate,#MondayMotivation in two words: Port call! _URL … _IMAGE,1380,True,['MondayMotivation'],True,False,['http://www.navy.mil/submit/display.asp?story_id=102991'],[],1508763399,2017,10,23
2017-10-24 20:12:00,moderate,moderate,moderate,#USSTheodoreRoosevelt Carrier Strike Group enters @US7thFleet - _URL … (File photo) _IMAGE,1381,True,['USSTheodoreRoosevelt'],True,False,['http://www.navy.mil/submit/display.asp?story_id=103005'],[],1508875920,2017,10,24
2017-10-24 18:59:49,small,small,small,What did you find most impressive about the ship?,1382,False,[],False,True,[],"[{'screen_name': 'jeffreyfarma', 'user_id': '1004835348'}]",1508871589,2017,10,24
2017-10-24 17:54:52,small,small,small,Go #NavyWR!,1383,False,['NavyWR'],False,True,[],"[{'screen_name': 'NavyAthletics', 'user_id': '36352119'}]",1508867692,2017,10,24
2017-10-24 13:22:26,small,moderate,moderate,MT @MSCSealift: @USNSComfort is no longer monitored. Follow @MSCSealift for official updates. Comfort 1 of 120+ @MSCSealift ships _IMAGE,1384,True,[],True,False,[],[],1508851346,2017,10,24
2017-10-24 12:04:42,small,small,small,"Nice try, but congrats on your win!",1385,False,[],False,True,[],"[{'screen_name': 'madurski70', 'user_id': '555246697'}, {'screen_name': 'Eagles', 'user_id': '180503626'}]",1508846682,2017,10,24
2017-10-24 06:39:01,moderate,moderate,moderate,Around the fleet in Monday's #USNavy photos of the day. info and download: _URL … _IMAGE,1386,True,['USNavy'],True,False,['http://www.navy.mil/viewPhoto.asp?utm_source=twitter&utm_medium=social&utm_campaign=PDA'],[],1508827141,2017,10,24
2017-10-25 18:30:19,high,moderate,moderate,#BREAKING: Coalition forces render aid to an Iranian fishing vessel - _URL … (File photo) _IMAGE,1387,True,['BREAKING'],True,False,['http://www.navy.mil/submit/display.asp?story_id=103047'],[],1508956219,2017,10,25
2017-10-25 17:31:04,moderate,moderate,moderate, #OTD 1986: #USSTheodoreRoosevelt commissioned. #OTD 2008: #USSNewHampshire commissioned. #OTD 2014: #USSNorthDakota commissioned. _IMAGE,1388,True,"['OTD', 'USSTheodoreRoosevelt', 'OTD', 'USSNewHampshire', 'OTD', 'USSNorthDakota']",True,False,[],[],1508952664,2017,10,25
2017-10-26 15:46:30,moderate,moderate,moderate,JUST IN: #USSWasp and #USSOakHill redeployed following hurricane relief support - _URL … @DeptofDefense @fema _IMAGE,1389,True,"['USSWasp', 'USSOakHill']",True,False,['http://www.navy.mil/submit/display.asp?story_id=103062'],[],1509032790,2017,10,26
2017-10-26 11:54:59,moderate,moderate,moderate,"MT @Amphib7FLT: #USSAshland rescues mariners who had drifted off course, stranded in Pacific Ocean for months - _URL … _IMAGE",1390,True,['USSAshland'],True,False,['http://www.navy.mil/submit/display.asp?story_id=103056'],[],1509018899,2017,10,26
2017-10-26 00:36:03,high,moderate,moderate,#USSNimitz Carrier Strike Group enters @US7thFleet - _URL … (File photo) @NimitzNews _IMAGE,1391,True,['USSNimitz'],True,False,['http://www.navy.mil/submit/display.asp?story_id=103028'],[],1508978163,2017,10,26
