__label__small	MT @secnav76: #SECNAV76 met with Mr. Sebastian Chwałek, deputy minister for @Poland_MOD, in the Pentagon on Tuesday. _IMAGE	2460
__label__high	#USNSComfort departed Norfolk Naval Base today on a 5-month humanitarian medical assistance mission to the #Caribbean, Central and South America. Deployment represents an enduring promise to our #RegionalPartners in the Western Hemisphere. #Comfort2019 _URL … _IMAGE	3733
__label__small	#USNavy 10th Fleet Sailors participate in #WEST2018 - _URL … via @USFLEETCYBERCOM _IMAGE	1864
__label__moderate	Africa Partnership Station presses on! _RETWEET …	3917
__label__moderate	Why @TheCVN69 OFRP deployment lessons learned are strengthening confidence plan is becoming new #USNavy standard - _URL  _IMAGE	27
__label__moderate	MT @USNavyEurope: #USSDonaldCook arrives in Odesa, #Ukraine for a scheduled port visit as part of our continued #BlackSea presence and support to our region #NavyPartnerships - _URL … _IMAGE	3239
__label__small	LIVE 10A ET: @us2ndfleet establishment ceremony at Naval Station Norfolk. #ReadyToFight: _URL …: _URL … _IMAGE	2569
__label__high	Happy #NationalAviationDay from #USNavy! #USSRonaldReagan is using naval aviation forward-deployed, providing a combat-ready force that protects and defends the collective maritime interests of its allies and partners. #FreeandOpenIndoPacific @flynavy _URL … _IMAGE	3985
__label__moderate	Couldn't have said it better, @usnavyeuropeafrica : _URL …	3829
__label__moderate	#ICYMI: #USNavy sets new physical fitness standard to start boot camp - _URL … _IMAGE	1504
__label__high	LIVE NOW: Watch the newest #USNavy Sailors graduate boot camp this morning and join the fleet! BZ, shipmates! _RETWEET …	2472
__label__small	EXTENDED: #USNavy PPV housing survey now available until May 9th, make sure your voice is heard - _URL … _IMAGE	3519
__label__small	Indo-Pacific Maritime Forces Kick off 18th SEACAT Exercise designed to enhance partner nation ability to communicate, coordinate and counter illegal smuggling and piracy. #FreeandOpenIndoPacific #Navypartnerships _URL … _IMAGE	3997
__label__moderate	#BREAKING: #USNavy SEAL dies after parachute malfunction in #NewJersey during #FleetWeekNYC - _URL  #HonorTheFallen _IMAGE	654
__label__moderate	#USNavy was operating an RQ-4A Global Hawk variant at the time of the incident. _RETWEET …	3766
__label__moderate	MT @CNORichardson: Thank you Japanese Prime Minister Shinzo Abe for hosting me. Productive discussion on strengthening US-Japan military alliance, and great opportunity to reaffirm @USNavy's ironclad commitment to deepening partnership with Japanese Maritime Self-Defense Force. _IMAGE	1634
__label__moderate	.@secnav76 names the newest Towing Salvage and Rescue Ship Saginaw Ojibwe Anishinabek - _URL … _IMAGE	3916
__label__moderate	RT @Amphib7FLT: Splashing down! AAVs leave the well of #USSAshland for an amphib rehearsal. #TalismanSaber _IMAGE	866
__label__high	"Message from the Acting Secretary of the #USNavy to ""..Sailors, Marines, Civilians, and our Naval Families,..please accept my sincerest thanks for your dedicated service..Happy #Thanksgiving. Go Navy. And, of course, as always, BEAT ARMY!"" _URL … _IMAGE"	4377
__label__moderate	Any day is #WorldSmileDay when you're taking a #SelfieWithASailor! Wouldn't you agree @wjz's @LinhBuiWJZ? Especially during #MDFleetWeek! _IMAGE	2704
__label__high	#USNavy @USSHarrySTruman celebrates #Thanksgiving with @CNORichardson and @NavyMCPON - _URL … #HappyThankgiving! _IMAGE	2884
__label__small	Romania, U.S. Conduct Close Air Support Exercise in the #IonianSea - _URL …	3551
__label__high	"""America's Sailors are not born. They are #ForgedBytheSea. "" --President Donald Trump, July 4, 2019"	3827
__label__high	#USNavy photos of the day: #F35B launches aboard #USSWasp, #USSJohnCStennis and #USSMobileBay transit the #IndianOcean, EOD Sailors fast rope from a helicopter, and a @NavalAcademy midshipman selects her first assignment! info and download: _URL … _IMAGE	3176
__label__moderate	#USNavy photos of the day: #USSNormandy raises the union jack, #USSCurtisWilbur holds a damage control drill, a Senior Chief gets pinned aboard #USSHarrySTruman, and #USNSCesarChavez and #USSBainbridge conduct a replenishment-at-sea. Info and download: _URL … _IMAGE	3680
__label__moderate	On #NationalSubmarineDay: Test your knowledge of #USNavy's Submarine Force to celebrate 117 years of Silent Service _URL  _IMAGE	408
__label__moderate	MT @ChiefPentSpox: #SecDef spoke to #USSKentucky crew at Naval Base Kitsap and toured the @USNavy Ohio-class ballistic missile submarine _IMAGE	1036
__label__small	More live, interactive webinars now available to help prepare for household goods process during PCS move - _URL  _IMAGE	280
__label__small	Our latest information is available at _URL 	753
__label__small	THIS WEEK: #USNavy’s @CVN70 Strike Group set to deploy to Western Pacific - _URL  _IMAGE	8
__label__high	.@usairforce, happy 71st #AFBday! We're proud to serve with you on our joint force. Keep flying, fighting and winning! _IMAGE	2640
__label__moderate	#GoNavy at today's #MilitaryBowl! #RaiseTheSail! _RETWEET …	1692
__label__high	#USNavy photos of the day: 24 ships from 14 nations form it up to conclude #TridentJuncture, Sailors work with @NASA to prepare for @NASA_Orion mission, relief efforts continue after Super Typhoon Yutu, and F-35B Lightning II launches from #USSEssex - _URL … _IMAGE	2832
__label__small	LIVE 10A ET: #USNavy #VCNO ADM Bill Moran testifies before #HASC on the State of the Military - _URL 	143
__label__moderate	MT @USPacificFleet: Aircraft from the @USAirForce, @Aus_AirForce, #JASDF, @USMC and #USNavy demonstrate their interoperability flying together in the vicinity of Guam this week during @PACAF's ongoing exercise #CopeNorth18. #VAQ209 _IMAGE	1916
__label__moderate	MajGen Coffman: “Amphibious warfare is the heart of our operations. If we can leverage Navy plus Marine Corps plus [special operations forces], we win.” #SNA2018	1728
__label__small	#USNavy, @USMC, Public Private Venture #PPV housing leadership continue actions to correct military housing Issues - _URL … _IMAGE	3782
__label__high	LIVE NOW: There isn't a better way to start #FathersDayWeekend for all those proud papas in the crowd then watching the #USNavy's newest Sailors starting their careers as they graduate boot camp and head to the fleet! _RETWEET …	2318
__label__moderate	On June 6, 1944, nearly 160,00 Allied troops landed along a heavily fortified, 50-mile stretch of French coastline in operation known as D-Day. — by day's end, the Allies had gained a foothold to begin liberating Europe. #DDay75 _URL … _IMAGE	3689
__label__moderate	MT @USPacificFleet: #USSCarlVinson Strike Group and #JMSDF begin exercise as northern transit continues - _URL  (File pic) _IMAGE	477
__label__moderate	Officially starting today, all #USNavy Sailors formerly known as Ship’s Servicemen (SH) are now Retail Services Specialists (RS) per new NAVADMIN — _URL … _IMAGE	4171
__label__moderate	U.S., and allied forces from Australia, Canada and New Zealand, kicked-off Explosive Ordnance Disposal (EOD) -exercise HYDRACRAB in Guam. #FreeandOpenIndoPacific #Navypartnerships _URL … _IMAGE	3990
__label__high	MT @USNavyEurope: Twenty-four ships from 14 nations assemble in formation for a photo exercise at the conclusion of exercise #TridentJuncture today. #NavyPartnerships #NavyReadiness _IMAGE	2827
__label__small	Keel laid for future USS Lenah H Sutcliffe Higbee - _URL … via @NAVSEA _IMAGE	1467
__label__moderate	#DYK: #USSGeraldRFord separates us from all competitors, giving national leaders global options they wouldn't have - _URL  _IMAGE	930
__label__moderate	Somewhere, a potential adversary is weighing their odds in fight. One factor they'll grossly underestimate is courage of our @DOTMARAD US Mariner who will be there, reliably and bravely manning our ships – even if seas become battlefield. Via @MSCSealift _URL …	2877
__label__small	BZ to Cmdr. Michael Lisa and Cmdr. Allen Siegrist, the two recipients of the 2018 Stockdale Leadership Award. They were nominated by their peers for their excellence in leadership - _URL … via @USNPeople _IMAGE	2854
__label__small	LIVE SOON: James Geurts (Assistant Secretary of the Navy for Research, Development and Acquisition) participates in #CXOtalk about innovation in US government. #NavyInnovates: _URL …: _URL … _IMAGE	2404
__label__moderate	#USSAlaska visits #UK at HMNB Clyde, Scotland, continuing joint @NATO cooperation. @RoyalNavy @DefenceHQ #WeAreNATO _RETWEET … _IMAGE	3823
__label__moderate	#MondayMotivation: Returning home after your ship's first set of sea trials. Future #USSGeraldRFord is step closer to joining #USNavy fleet. _IMAGE	437
__label__small	#USNavy announces universal training precautions for physical exercise - _URL … _IMAGE	3560
__label__small	#USNavy's future #USSBillings #LCS15 sponsor is Sharla Tester - _URL  @SenatorTester _IMAGE	829
__label__small	MT @USPacificFleet: Adm. Aquilino visits @PSNSandIMF in Bremerton, Washington, learning about technical innovations and process improvements there and thanking members of the shipyard workforce for their determination to restore #NavyReadiness - _URL … _IMAGE	3140
__label__high	#HappyBirthday, @USCG!Thank you for 227 years of safeguarding our waterways and ensuring national security! #CG227 #CGDay _IMAGE	996
__label__moderate	RT @CNORichardson: Team, we wrapped up a great visit with our partners in the Royal Danish Navy. It was very important for me to stop in #Denmark to recognize the importance of our partnership and to discuss ways to make it even stronger going forward. _URL … _IMAGE	2361
__label__moderate	Starting Oct. 1, 2018, updates to the #USNavy Post-9/11 GI Bill Benefit transfer request process will take effect, be sure to stay informed.DETAILS and INFORMATION HERE _URL … _IMAGE	2668
__label__moderate	BZ, shipmates! #USNavy's #USNSSalvor Rescues Beached Passenger Vessel Off Micronesian Coast. Read now: _URL … _IMAGE	4398
__label__moderate	Helping Sailors so they can focus on the mission, MyNavy Career Center #MNCC is now open for business 24/7 — _URL … _IMAGE	2676
__label__small	MT @NavalWarCollege: Congratulations, graduates.. and welcome to our alumni ranks!!PHOTOS: _URL …VIDEO: _URL … _IMAGE	1470
__label__moderate	#USNavy photos of day: #USSantaFe returns home to Joint Base Pearl Harbor-Hickam, #EOD Sailors conduct a chemical response drill, and @CNORichardson and @NavyMCPON speak to @UW Naval ROTC members - info and download: _URL … _IMAGE	3508
__label__moderate	TODAY: Ship's sponsor Mrs.Lynne Mabus christens the future USS #TripoliLHA7 @HIIndustries Shipbuilding, @PascagoulaCity. _IMAGE	1217
__label__high	LIVE THURSDAY 2:30P ET: @POTUS @realDonaldTrump awards retired #USNavy Master Chief Petty Officer (SEAL) Britt Slabinski the #MedalOfHonor at the @WhiteHouse for his heroic actions in March 2002 in Afghanistan. : _URL … _IMAGE	2235
__label__high	"#ICYMI: Guam-based ""Island Knights"" #USNavy helo squadron rescues Chinese civilian at sea. BZ, Shipmates! _URL … #AttheHelm _IMAGE"	4367
__label__moderate	MT @USPacificFleet: #USSBonhommeRichard, #31stMEU team up for amphibious integration training in @US7thFleet - _URL … _IMAGE	1066
__label__moderate	MT @Amphib7FLT: #31stMEU practices rapid medical response as part of Blue-Green training off Australia coast with @LHD6BHR and other amphibs _IMAGE	1064
__label__small	.@secnav76 Richard V. Spencer poses with Warfare Tactics Instructors (WTI) assigned to the Naval Surface and Mine Warfighting Development Center at #SNA2018, Jan 11. SMWDC's mission is to increase the lethality and tactical proficiency of the Surface Force. _IMAGE	1771
__label__high	LIVE #Periscope: Commissioning of #USSRalphJohnson #DDG114 in @CityCharleston. _URL …	2008
__label__moderate	#ICYMI: @POTUS visited NAS Sigonella, last stop on #POTUSAbroad trip, on Saturday where he spoke to service members & their families _IMAGE	656
__label__moderate	#TBT to May 1, 2017: Future #USSTripoli #LHA7 launched at @HIIndustries in @PascagoulaCity. _IMAGE	1208
__label__small	LIVE 11A ET: #SSN789 #IndianaChristening with @VP as principal speaker.: _URL : _URL  or #Periscope _IMAGE	519
__label__small	 UP NEXT AT #SNA2019, innovative accelerated acquisition panel at 3:15P ET. _URL …	3074
__label__small	There is strength in seeking help.	1666
__label__high	.@POTUS @RealDonaldTrump calls #USSPorter and #USSRoss commanding officers to thank them and crews - _URL  #SyriaStrikes _IMAGE	406
__label__moderate	MT @CNORichardson: Learning organizations like @NPS_Monterey are critical in maintaining our strategic advantage. #NavyReadiness #NavyLethality _URL … _IMAGE	3213
__label__small	#ICYMI: #USNavy announced new distribution policy for senior enlisted supervisors - _URL  @NavyMCPON @USNPeople _IMAGE	1020
__label__moderate	#USNavy photos of day: #USSBulkeley arrives in Norfolk, a #LCU departs to load equipment in support of #TyphoonYutu recovery efforts, #USSMountWhitney conducts flight-ops, and the future #DDG Michael Monsoor heads to Coronado! info and download: _URL … _IMAGE	2845
__label__small	#USNavy Sailors should submit tuition assistance and NCPACE DL requests now for January term - _URL … _IMAGE	1543
__label__moderate	RT @SurfaceWarriors: #USSAmerica & embarked #15thMEU Marines arrived in Guam for a scheduled port visit, Jan. 7. America is currently on #deployment as part of the America Amphibious Ready Group (ARG). _URL … … _IMAGE	1744
__label__moderate	Ike is back! #USSDwightDEisenhower returned to sea yesterday following a planned incremental availability during which the ship received innovative upgrades. #NavyReadiness - _URL … _IMAGE	3382
__label__small	TODAY 11A ET: FY18 active, FTS and Reserve E-7 boards results to be posted to commands' BUPERS Online (BOL) accounts. _IMAGE	994
__label__small	MT @CNORichardson: Message to leaders about online sites. Fix problem, solve it. Stand up, smother this behavior - _URL  _IMAGE	278
__label__moderate	#USNavy and Egyptian Naval Force #ENF complete exercise #EagleResponse18, an explosive ordnance disposal #EOD and diving exercise conducted to enhance interoperability and war-fighting readiness in the #RedSea - _URL … _IMAGE	2464
__label__high	#USSHarrySTruman CSG entering Mediterranean Sea a strategic step for the CSG.. working with our @NATO allies as well as European and African partners to maintain the right presence when and where it's needed - _URL … _IMAGE	2155
__label__moderate	Following an around-the-world deployment to all six fleet areas of operation, #USSMobileBay returns to its homeport of #SanDiego - _URL … _IMAGE	3654
__label__high	#USNavy @USSHARRYSTRUMAN Strike Group enters #ArticCircle ahead of @NATO-led exercise #TridentJuncture - _URL … (File photo) #NavyReadiness _IMAGE	2770
__label__moderate	Education is important to us; that's why the #USNavy supports all those headed #BackToSchool at every level! _RETWEET …	4030
__label__high	That #FridayFeeling when you’re a day away from commissioning the world’s most modern and sophisticated attack submarine, #USNavy #USSIndiana - _URL … _IMAGE	2683
__label__moderate	#USNavy photos of day: #USSAbrahamLincoln conducts nighttime flight ops, a ceremony in #Japan honors those lost in war, Sailors conduct a uniform inspection aboard #USSJohnCStennis, and #USSNitze Sailors take aim. info and download: _URL … _IMAGE	3571
__label__moderate	.@SECNAV Names Future Destroyer in Honor of Late Sen. Lugar - _URL … _IMAGE	4331
__label__moderate	RT @USNATO: #USSCarney is back in Odessa! The ship's operations in the Black Sea enhance maritime security & build interoperability with #NATO Allies & partners. _IMAGE	1762
__label__small	NOW: Vice Chief of Naval Operations Adm. Bill Moran ( _URL ) testifying before #HASC on #USNavy readiness. _IMAGE	1181
__label__small	.@starsandstripes: #USNavy upgrades Pacific carrier wing with new E-2D Hawkeye - _URL … @flynavy _IMAGE	118
__label__high	Trust the process. _RETWEET …	3898
__label__small	MT @USNavyEurope: #USSGravely #DDG107 became flagship for Standing @NATO Maritime Group 1 during a change of command ceremony today in #Copenhagen, #Denmark - _URL … _IMAGE	3060
__label__moderate	MT @PaulGAllen: Important chapter of history concludes. Hope survivors/ families gain some closure. Anchor/ ship bell here. #USSIndianapolis _IMAGE	1085
__label__moderate	#TeamNavy celebrates close of 2017 @DeptOfDefense #WarriorGames in #Chicago - _URL  _IMAGE	864
__label__moderate	#USSNewYork #LPD21 returned today to Naval Station #Mayport homeport following Hurricane #Irma rescue & recovery ops _URL … _IMAGE	1226
__label__small	Next week @USFleetForces and @CNICHQ will conduct #HurrEx/ #CitadelGale, an annual exercise that prepares the #USNavy to respond to adverse weather conditions and deploy forces under the most severe weather conditions #NavyReadiness - _URL … _IMAGE	3442
__label__small	MT @NPS_Monterey: Today at 6P ET/ 3P PT, @secnav76 on campus for our change of charge and investiture ceremony, celebrating leadership of retired Vice Adm. Ronald A. Route and welcoming retired Vice Adm. Ann E. Rondeau to the helm of the university - _URL  _IMAGE	3132
__label__moderate	#ICYMI MT @USNavyEurope: #USSDonaldCook #DDG75 arrived in Batumi, Georgia, Monday for port visit - _URL … #NavyPartnerships _IMAGE	3094
__label__small	In this era of increased competition, we're working to build a fleet that is bigger, better, networked, talented, agile and ready. @CNORichardson shares with @defense_news' @DavidLarter some ways that we're working towards the #NavyTheNationNeeds _URL …	2124
__label__moderate	MT @USNavyEurope: F/A-18E launches aboard #USSGeorgeHWBush while conducting naval operations in #US6thFleet. #ReadyForces _IMAGE	776
__label__small	Always a part of the crew, #USNavy @NavyWounded trials Impact #NETC Commander - _URL … _IMAGE	3375
__label__small	Important information about federal tax changes for #USNavy Sailors and their families - _URL … via @DeptofDefense _IMAGE	3124
__label__moderate	"MT @WhiteHouse: @POTUS - ""And NONE are greater or braver than those who fight for America in uniform."" #JointAddress #AmericanSpirit _IMAGE"	229
__label__small	MT @SECNAV76: #SECNAV76 visited #CVN78 Thursday to hear from Sailors during his first Fleet site visit. #People #Capabilities #Process _IMAGE	1039
__label__small	7:14P ET Update: #USSDewey, medical assistance and two #USNavy tugs being dispatched as quickly as practicable - _URL  5/6	735
__label__moderate	#MondayMotivation: #USNavy homecoming moments like @nmcb5 returning to @NBVCCalifornia following a six month deployment to @PacificCommand. _IMAGE	351
__label__moderate	Your #USNavy photos of the day: #NavyWeekSacramento holds ceremony at local 9/11 memorial, #F35B Lightning II aircraft are #1 aboard #USSWasp, #USSDewey gets its bearings, and @NASSigonella holds an active shooter drill! Download all the action here: _URL … _IMAGE	2416
__label__moderate	Improving #NavyReadiness in the region, #USNavy and @USMC succeed in Arctic testing of a critical system during #AECE 2019 - _URL … _IMAGE	4121
__label__moderate	Enhancing #NavyPartnerships alongside our @NATO allies, so we're ready to respond as a team when needed. _RETWEET …	4093
__label__high	Great game! #GONAVY! _IMAGE	4442
__label__high	Teamwork in Texas.#USNavy Sailors and @USArmy Soldiers load bottled water onto MH-60S Sea Hawk in Beaumont, Sunday. @GovAbbott @texasgov _IMAGE	1165
__label__high	Train like you fight! #NavyReadiness#USNavy Sailors assigned to Explosive Ordnance Disposal Mobile Unit (EODMU) 5 conduct tactical maneuvers during a routine training evolution in Santa Rita, #Guam. _IMAGE	3609
__label__small	MT @sierragillespie: Opening ceremonies at Fincantieri Marinette Marine. Only a few more minutes until #USSBillings #LCS15 is christened! _IMAGE	833
__label__moderate	After recently conducting maritime exercise in the #RedSea alongside @MarineNationale's Charles de Gaulle Carrier Strike Group, #USSJohnCStennis arrives in Marseille, #France for port visit- _URL … _IMAGE	3511
__label__small	#GoNavy! MT @WarriorGames: Bullseye! #WarriorGames athletes are hitting their mark at today's archery competition. _IMAGE	849
__label__high	"#HonorTheFallen: #USNavy Chief Special Warfare Operator William ""Ryan"" Owens killed in a raid against al-Qaida - _URL  _IMAGE"	105
__label__moderate	#ThursdayThoughts.. And it takes toughness! RT @NavyFB: Greatness is a daily trait. You have to earn it every day. #RaiseTheSail _IMAGE	990
__label__high	#USNavy to commission its newest guided-missile destroyer USS Ralph Johnson tomorrow in #Charleston, #SouthCarolina.- _URL … _IMAGE	2004
__label__moderate	#TBT to #OTD 1915: Naval Submarine Base at New London, Connecticut established. @GovMalloyOffice @usnhistory _IMAGE	1360
__label__moderate	#NewOrleans, thanks for hosting us for #NOLANavyWeek, and thanks to the more than 20,00 people who toured the five ships that participated in the celebration - _URL … @MayorLandrieu @NavyOutreach _IMAGE	2147
__label__small	LIVE 1P ET. MT @USNHistory: Join NHHC for a #FacebookLive for discussion about importance of Naval Battle of Guadalcanal and impact of the victory on the rest of #WWII - _URL … _IMAGE	1459
__label__small	JUST IN: Fall 2017 petty officer advancement results released - _URL … via @usnpeople _IMAGE	1521
__label__high	That #FridayFeeling when you greet your children during your #USNavy squadron's homecoming. Welcome back VRC-40! @flynavy _IMAGE	2969
__label__small	LIVE NOW: MCPON Giordano testifying before #SASC-Personnel on DoD Single Service Member & Military Family Readiness _URL  _IMAGE	172
__label__high	#My5WordPledge: I'll protect and defend America! _IMAGE	1693
__label__high	Today's photos of the day: #USNavy’s Hurricane #Maria relief ops in Puerto Rico & Dominica. info and download: _URL … _IMAGE	1258
__label__moderate	Today's #USNavy photos of the day:#USSJohnSMcCain leaves dry dock, #USSJasonDunham visit, board, search and seizure team conducts an inspection; MH-60S Sea Hawk helicopter lands aboard #USSDonaldCook, and more and : _URL … _IMAGE	2919
__label__high	#USNavy photos of the day: The Boxer ARG sails through the #StraitOfHormuz, Sailors handle ammo aboard #USSCarney, #USSNormandy, #USSHarrySTruman, and #USSLassen sail in formation, and #USSCarney replenishes in the #MediterraneanSea. Info and download: _URL … _IMAGE	3888
__label__small	.@CNORichardson discusses just released Navy Leader Development Framework #NLDF2 ( _URL …) at @navalwarcollege _RETWEET …	2056
__label__small	#SoccerDiplomacy: #USSCarney and Egyptian Navy Sailors played friendly soccer match during Carney's recent port visit to Alexandria, Egypt. Carney - forward deployed to Rota, Spain - is on 4th patrol supporting regional allies and partners in Europe & #Africa. #PartnerStrong _IMAGE	1791
__label__moderate	.@secnav76 announces #USNavy's newest destroyer #DDG131 to be named in honor of #KoreanWar veteran and Navy Cross recipient George M. Neal - _URL … _IMAGE	3361
__label__small	Our #USNavy reflects nation we serve and is strengthened by diversity of our people… like more than 300 @USNavy and @USMC officers commissioned through @PVAMU’s #NROTC program - first historically black college/university to host NROTC beginning in 1968. #BlackHistoryMonth _RETWEET …	1885
__label__small	THIS WEEK: Battle of #Midway75 commemoration today and @PDXRoseFestival Fleet Week beginning Wednesday _IMAGE	682
__label__moderate	Check out your #USNavy photos of the day: A Sailor signals for launch aboard @Gipper_76, #USSConstitution celebrates #IndependenceDay, It's parade time for #USSMcFaul Sailors, and #PearlHarbor is packed for #RIMPAC! Download all the action here: _URL  _IMAGE	2377
__label__moderate	Friday's #USNavy photos of day: Students talk to Sailors during #HispanicHeritageMonth at @utrgv, LCAC departs #USSNewYork, Sailor signals aircraft aboard @USSHARRYSTRUMAN, and #USSAshland leaves #SubicBay for an exercise. info and download: _URL … _IMAGE	2708
__label__moderate	#USNavy accepts delivery of future #USSRafaelPeralta #DDG115 - _URL … (File photo) _IMAGE	124
__label__small	It is Sexual Assault Awareness and Prevention Month. Protecting our people protects our mission - _URL  #SAAPM #SAAM _IMAGE	345
__label__moderate	Your #USNavy photos of the day: Dolphins participate in #RIMPAC, chief conducts security training after getting OC sprayed, @BlueAngels visit boot camp, and Sailors experience virtual reality!Download the action - _URL … _IMAGE	2436
__label__moderate	LIVE 9:45A ET: Watch #USNavy's newest Sailors graduate boot camp - _URL … _IMAGE	119
__label__high	#USSGeraldRFord #CVN78 completes first arrested landing and launch - _URL  @flynavy _IMAGE	974
__label__moderate	Check out your #USNavy photos of day: A MH-60S Sea Hawk helicopter fires some flares, Riverines launch an unmanned aerial vehicle #UAV, a pilot hangs loose in the cockpit, and Sailors observe flight-ops aboard #USSRonaldReagan. info download: _URL  _IMAGE	2339
__label__moderate	TODAY: #USNavy christening amphibious assault ship, future #USSTripoli #LHA7 at @HIIndustries in @PascagoulaCity - _URL … _IMAGE	1219
__label__small	If you haven't already, be sure to download the MyNavy Family APP today! _RETWEET …	3586
__label__moderate	#ICYMI: All @DeptofDefense services preparing joint Tenant Bill of Rights to ensure service members and their families have safe, quality homes and communities, and clear rights while living in them - _URL … @CNICHQ _IMAGE	3281
__label__high	Our four-legged shipmates have been recognized with special Forever stamps from @USPS! _RETWEET …	3924
__label__small	#USNavy Environmental and Preventive Medicine Unit #NEPMU2 is helping save lives in #Honduras during #ContinuingPromise2018 by focusing on public health. - _URL … _IMAGE	2005
__label__moderate	LIVE 9:45A ET: Watch #USNavy's newest Sailors graduate boot camp _URL … _IMAGE	1584
__label__moderate	MT @USSMakinIsland: #USSMakinIsland receives Admiral Flatley Memorial Award for exceptional operational readiness and safety. _IMAGE	333
__label__moderate	MT @USNHistory: #OTD in 1957: More than 100 ships from 17 nations take part in the International Naval Review at Hampton Roads, Va. _IMAGE	710
__label__moderate	#PacificPartnership arrives in main mission stop in #Malaysia, Kuching - _URL  (File photo) _IMAGE	446
__label__high	That #FridayFeeling when you’re graduating #USNavy boot camp to be #ForgedByTheSea. _RETWEET …	2176
__label__moderate	".@USNavyEurope statement concerning an ""unsafe"" interaction between a #USNavy P-8A Poseidon aircraft and Russian SU-35 over the Mediterranean Sea, June 4, 2019. _URL … _IMAGE"	3679
__label__moderate	#USNavy and @NASA complete Underway Recovery Test-6 for @NASA_Orion crew module. Next up: URT-7 with #USSomerset #LPD25 in October to validate and verify recovery hardware - _URL … _IMAGE	1806
__label__moderate	MT @USNavyEurope: @MSCSealift's #USNSMedgarEvers replenishes @ItalianNavy frigate Espero and #US6thFleet's #USSMountWhitney in the #MediterraneanSea. #NavyReadiness _IMAGE	2638
__label__moderate	#USNavy Accepts Delivery of #USNSPuertoRico - _URL … _IMAGE	4429
__label__high	TODAY: #USNavy christening littoral combat ship, future #USSCincinnati - _URL … (File graphic) #NavyTheNationNeeds @CityOfCincy @Austal_USA _IMAGE	2178
__label__high	Blue-Green team unite! #LCAC assigned to #USSWasp transport equipment belonging to the 31st Marine Expeditionary Unit. Together the #USNavy and @USMC provide a flexible and lethal crisis response force ready to perform a wide range of military operations in the Indo-Pacific. _IMAGE	3819
__label__small	Today @secnav76 @CNORichardson @NavyMCPON and other leaders are @NavalAcademy, joining the National Discussion on Sexual Assault and Sexual Harassment at America's Colleges, Universities, and Service Academies. #TalkActEnd #SAAPM2019 Read more here: _URL … _IMAGE	3405
__label__small	MT @USNavyEurope: Enduring Relationships. Adm. Michelle Howard meets with chief of Hellenic National Defence General Staff. _IMAGE	422
__label__high	OTD June 15, 1944, US Marines launched an attack on the island of Saipan with the goal of gaining the Japanese air base. More than 300 amphibious assault vehicles landed 8,00 Marines, covered by the supporting fire of 11 battleships. ##HonorTheFallen _URL …	3743
__label__moderate	MT @SurfaceWarriors: Fair winds! #USSterett and #USSDewey departed @NavBaseSD Tuesday for scheduled deployment and will support #USSWasp Expeditionary Strike Group deployment to advance @USPacificFleet 's Up-Gunned ESG concept - _URL … #3rdFleetForward _IMAGE	1861
__label__small	#ICYMI, here's a look at last night's #FleetWeekNYC performance in @TimesSquareNYC - _RETWEET …	647
__label__high	#HonorTheFallen: #USNavy Senior Chief Special Warfare Operator Kyle Milliken killed - _URL … _IMAGE	550
__label__high	Happy Birthday to #USSPorter and thank you for 20 years of #USNavy service! Help us celebrate one of our forward-deployed ships by wishing #DDG78 a #HappyBirthday as they continue to work and maintain #NavyReadiness in @USNavyEurope. _IMAGE	3337
__label__small	#PacificPartnership 2017 shifts focus to humanitarian aid & disaster relief - _URL  _IMAGE	294
__label__moderate	MT @NAFAtsugiJP: Happy 50th anniversary to the Liberty Bells of VAW-115! _IMAGE	459
__label__high	#MotivationMonday: If Monday doesn't motivate you enough, then a #USNavy chief welcoming you to Recruit Training Command certainly will! About 38,00 to 40,00 Sailors graduate annually from our only boot camp. _IMAGE	2062
__label__moderate	How officer of the deck competency checks are helping to obtain a fix on #USNavy fleet navigation, seamanship and shiphandling - _URL … _IMAGE	1892
__label__small	LIVE SOON: @NAVSURFOR discusses Surface #USNavy Today at #SNA2018 - _URL … @SurfaceWarriors _IMAGE	1732
__label__small	MT @DESRON_7: CARAT Indonesia #IPC underway in Surabaya between #USNavy and TNI Eastern Fleet @koarmatim _IMAGE	535
__label__small	MT @USFleetForces: Adm. Davidson talks to Norfolk-based commands about comprehensive review results. Download: _URL … _IMAGE	1422
__label__moderate	#USSChungHoon returns from deployment after maintaining #NavyReadiness in the @US7thFleet, @USNavyEurope, and @US5thFleet areas of operation - _URL … _IMAGE	3669
__label__moderate	Evenings colors is performed aboard #USNavy’s @CVN70 Wednesday; the CSG begins to deploy today to Western Pacific - _URL  _IMAGE	12
__label__high	Help us congratulate Training Group 22 as they graduate the #USNavy's boot camp this morning before they're #ForgedByTheSea. _RETWEET …	2058
__label__small	A half century of devoted service to the fleet and a legacy steeped in history, follow the link and learn more about the #USNavy's oldest active aircraft carrier @NimitzNews. _URL … _IMAGE	2348
__label__moderate	RT @USPacificFleet: #USSterett visits #Guam as Western Pacific deployment winds down - _URL  #3rdFleetForward _IMAGE	1006
__label__small	MT @USPacificFleet: #USSGreenBay #LPD20 conducts routine South China Sea patrol following exercise Cobra Gold - _URL  _IMAGE	242
